"Year","season","Family","Trawls","Trawls_Efforts","fam_Wt","fam_Num","famRel_Wt","famRel_Num","famERel_Wt","famERel_Num","fam_DNAweight_Wt","fam_DNAweight_Num","fam_DNAweight_Rel_Wt","fam_DNAweight_Rel_Num","fam_DNAweight_ERel_Wt","fam_DNAweight_ERel_Num","famcatchable_Wt","famcatchable_Num","famcatchable_RelWt","famcatchable_RelNum","famcatchable_ERelWt","famcatchable_ERelNum","famcatchable_DNAweight_Wt","famcatchable_DNAweight_Num","famcatchable_DNAweight_RelWt","famcatchable_DNAweight_RelNum","famcatchable_DNAweight_ERelWt","famcatchable_DNAweight_ERelNum"
1963,"FALL","BUTTERFISH",101,176.633333333333,29.2,325,0.289108910891089,3.21782178217822,0.165314210228345,1.8399698056237,29.2,325,0.289108910891089,3.21782178217822,0.165314210228345,1.8399698056237,29.2,325,0.289108910891089,3.21782178217822,0.165314210228345,1.8399698056237,29.2,325,0.289108910891089,3.21782178217822,0.165314210228345,1.8399698056237
1963,"FALL","HAKE",101,176.633333333333,2768.7,15667,27.4128712871287,155.118811881188,15.6748443102472,88.697867522174,786.32,2900.05714285714,7.78534653465347,28.7134370579915,4.45170786940932,16.4185156228938,2768.7,15667,27.4128712871287,155.118811881188,15.6748443102472,88.697867522174,786.32,2900.05714285714,7.78534653465347,28.7134370579915,4.45170786940932,16.4185156228938
1963,"FALL","HERRING",101,176.633333333333,150.7,726,1.49207920792079,7.18811881188119,0.853179845253821,4.11020947348556,126.38,581.542857142857,1.25128712871287,5.75785007072136,0.715493489337611,3.29237322405845,150.7,726,1.49207920792079,7.18811881188119,0.853179845253822,4.11020947348556,126.38,581.542857142857,1.25128712871287,5.75785007072136,0.715493489337611,3.29237322405845
1963,"FALL","MACKEREL",101,176.633333333333,1.8,6,0.0178217821782178,0.0594059405940594,0.0101906020003774,0.0339686733345914,1.8,6,0.0178217821782178,0.0594059405940594,0.0101906020003774,0.0339686733345914,1.8,6,0.0178217821782178,0.0594059405940594,0.0101906020003774,0.0339686733345914,1.8,6,0.0178217821782178,0.0594059405940594,0.0101906020003774,0.0339686733345914
1963,"FALL","POLLOCK",101,176.633333333333,838.1,203,8.2980198019802,2.00990099009901,4.74485752028685,1.14927344782034,838.1,203,8.2980198019802,2.00990099009901,4.74485752028685,1.14927344782034,838.1,203,8.2980198019802,2.00990099009901,4.74485752028685,1.14927344782034,838.1,203,8.2980198019802,2.00990099009901,4.74485752028685,1.14927344782034
1963,"FALL","SAND LANCE",101,176.633333333333,0,2,0,0.0198019801980198,0,0.0113228911115305,0,2,0,0.0198019801980198,0,0.0113228911115305,0,2,0,0.0198019801980198,0,0.0113228911115305,0,2,0,0.0198019801980198,0,0.0113228911115305
1964,"FALL","BUTTERFISH",83,144.666666666667,1,9,0.0120481927710843,0.108433734939759,0.00691244239631336,0.0622119815668203,1,9,0.0120481927710843,0.108433734939759,0.00691244239631336,0.0622119815668203,1,9,0.0120481927710843,0.108433734939759,0.00691244239631336,0.0622119815668203,1,9,0.0120481927710843,0.108433734939759,0.00691244239631336,0.0622119815668203
1964,"FALL","HAKE",83,144.666666666667,760.7,2196,9.16506024096386,26.4578313253012,5.25829493087558,15.1797235023041,301.642857142857,441.8,3.6342512908778,5.32289156626506,2.08508887425938,3.05391705069124,760.7,2196,9.16506024096386,26.4578313253012,5.25829493087558,15.1797235023041,301.642857142857,441.8,3.6342512908778,5.32289156626506,2.08508887425938,3.05391705069124
1964,"FALL","HERRING",83,144.666666666667,19.8,117,0.23855421686747,1.40963855421687,0.136866359447005,0.808755760368664,18.52,97.8,0.223132530120482,1.17831325301205,0.128018433179724,0.676036866359447,19.8,117,0.23855421686747,1.40963855421687,0.136866359447005,0.808755760368664,18.52,97.8,0.223132530120482,1.17831325301205,0.128018433179724,0.676036866359447
1964,"FALL","MACKEREL",83,144.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,"FALL","POLLOCK",83,144.666666666667,518.4,204,6.24578313253012,2.4578313253012,3.58341013824885,1.41013824884793,518.4,204,6.24578313253012,2.4578313253012,3.58341013824885,1.41013824884793,518.4,204,6.24578313253012,2.4578313253012,3.58341013824885,1.41013824884793,518.4,204,6.24578313253012,2.4578313253012,3.58341013824885,1.41013824884793
1964,"FALL","SAND LANCE",83,144.666666666667,0,2,0,0.0240963855421687,0,0.0138248847926267,0,2,0,0.0240963855421687,0,0.0138248847926267,0,2,0,0.0240963855421687,0,0.0138248847926267,0,2,0,0.0240963855421687,0,0.0138248847926267
1965,"FALL","BUTTERFISH",81,141.341666666667,12.8,93,0.158024691358025,1.14814814814815,0.0905606980720476,0.657980071929721,12.8,93,0.158024691358025,1.14814814814815,0.0905606980720476,0.657980071929721,12.8,93,0.158024691358025,1.14814814814815,0.0905606980720476,0.657980071929721,12.8,93,0.158024691358025,1.14814814814815,0.0905606980720476,0.657980071929721
1965,"FALL","HAKE",81,141.341666666667,1194.1,3189,14.741975308642,39.3703703703704,8.44832262248688,22.5623489181062,529.082857142857,755.4,6.53188712522046,9.32592592592593,3.74329006881333,5.34449619715819,1194.1,3189,14.741975308642,39.3703703703704,8.44832262248688,22.5623489181062,529.082857142857,755.4,6.53188712522046,9.32592592592593,3.74329006881333,5.34449619715819
1965,"FALL","HERRING",81,141.341666666667,67,341,0.827160493827161,4.20987654320988,0.474028653970874,2.41259359707564,41.4914285714286,194.714285714286,0.512239858906526,2.40388007054674,0.293554119955865,1.37761419053796,67,341,0.827160493827161,4.20987654320988,0.474028653970874,2.41259359707564,41.4914285714286,194.714285714286,0.512239858906526,2.40388007054674,0.293554119955865,1.37761419053796
1965,"FALL","MACKEREL",81,141.341666666667,9.5,33,0.117283950617284,0.407407407407407,0.0672130181003479,0.233476799716998,9.5,33,0.117283950617284,0.407407407407407,0.0672130181003479,0.233476799716998,9.5,33,0.117283950617284,0.407407407407407,0.0672130181003479,0.233476799716998,9.5,33,0.117283950617284,0.407407407407407,0.0672130181003479,0.233476799716998
1965,"FALL","POLLOCK",81,141.341666666667,303.5,83,3.74691358024691,1.02469135802469,2.14727905194269,0.587229526560934,303.5,83,3.74691358024691,1.02469135802469,2.14727905194269,0.587229526560934,303.5,83,3.74691358024691,1.02469135802469,2.14727905194269,0.587229526560934,303.5,83,3.74691358024691,1.02469135802469,2.14727905194269,0.587229526560934
1965,"FALL","SAND LANCE",81,141.341666666667,40.4,1184,0.498765432098765,14.6172839506173,0.2858322032899,8.37686457166441,40.4,1184,0.498765432098765,14.6172839506173,0.2858322032899,8.37686457166441,40.4,1184,0.498765432098765,14.6172839506173,0.2858322032899,8.37686457166441,40.4,1184,0.498765432098765,14.6172839506173,0.2858322032899,8.37686457166441
1966,"FALL","BUTTERFISH",76,133.058333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,"FALL","HAKE",76,133.058333333333,1009.9,2178,13.2881578947368,28.6578947368421,7.58990417736582,16.3687605686729,514.182857142857,697.885714285714,6.76556390977444,9.18270676691729,3.86434163318988,5.24496058835634,1009.9,2178,13.2881578947368,28.6578947368421,7.58990417736582,16.3687605686729,514.182857142857,697.885714285714,6.76556390977444,9.18270676691729,3.86434163318988,5.24496058835634
1966,"FALL","HERRING",76,133.058333333333,84.1,519,1.10657894736842,6.82894736842105,0.632053610571804,3.90054487380222,51.46,233.742857142857,0.677105263157895,3.07556390977444,0.386747667063318,1.75669461120704,84.1,519,1.10657894736842,6.82894736842105,0.632053610571804,3.90054487380222,51.46,233.742857142857,0.677105263157895,3.07556390977444,0.386747667063318,1.75669461120704
1966,"FALL","MACKEREL",76,133.058333333333,9.1,35,0.119736842105263,0.460526315789474,0.0683910565541429,0.263042525208242,9.1,35,0.119736842105263,0.460526315789474,0.0683910565541429,0.263042525208242,9.1,35,0.119736842105263,0.460526315789474,0.0683910565541429,0.263042525208242,9.1,35,0.119736842105263,0.460526315789474,0.0683910565541429,0.263042525208242
1966,"FALL","POLLOCK",76,133.058333333333,189.5,52,2.49342105263158,0.684210526315789,1.42418738648462,0.390806037452245,189.5,52,2.49342105263158,0.684210526315789,1.42418738648462,0.390806037452245,189.5,52,2.49342105263158,0.684210526315789,1.42418738648462,0.390806037452245,189.5,52,2.49342105263158,0.684210526315789,1.42418738648462,0.390806037452245
1966,"FALL","SAND LANCE",76,133.058333333333,0,1,0,0.0131578947368421,0,0.00751550072023549,0,1,0,0.0131578947368421,0,0.00751550072023549,0,1,0,0.0131578947368421,0,0.00751550072023549,0,1,0,0.0131578947368421,0,0.00751550072023549
1967,"FALL","BUTTERFISH",87,152.25,1.8,24,0.0206896551724138,0.275862068965517,0.0118226600985222,0.157635467980296,1.8,24,0.0206896551724138,0.275862068965517,0.0118226600985222,0.157635467980296,1.8,24,0.0206896551724138,0.275862068965517,0.0118226600985222,0.157635467980296,1.8,24,0.0206896551724138,0.275862068965517,0.0118226600985222,0.157635467980296
1967,"FALL","HAKE",87,152.25,536.4,1291,6.16551724137931,14.8390804597701,3.52315270935961,8.47947454844007,276.994285714286,445.571428571429,3.18384236453202,5.12151067323481,1.8193384940183,2.92657752756275,536.4,1291,6.16551724137931,14.8390804597701,3.52315270935961,8.47947454844006,276.994285714286,445.571428571429,3.18384236453202,5.12151067323481,1.8193384940183,2.92657752756275
1967,"FALL","HERRING",87,152.25,24.5,179,0.281609195402299,2.05747126436782,0.160919540229885,1.17569786535304,12.8885714285714,74.7714285714286,0.148144499178982,0.85944170771757,0.0846539995308468,0.491109547267183,24.5,179,0.281609195402299,2.05747126436782,0.160919540229885,1.17569786535304,12.8885714285714,74.7714285714286,0.148144499178982,0.85944170771757,0.0846539995308468,0.491109547267183
1967,"FALL","MACKEREL",87,152.25,1.1,7,0.0126436781609195,0.0804597701149425,0.00722495894909688,0.0459770114942529,1.1,7,0.0126436781609195,0.0804597701149425,0.00722495894909688,0.0459770114942529,1.1,7,0.0126436781609195,0.0804597701149425,0.00722495894909688,0.0459770114942529,1.1,7,0.0126436781609195,0.0804597701149425,0.00722495894909688,0.0459770114942529
1967,"FALL","POLLOCK",87,152.25,136.2,42,1.56551724137931,0.482758620689655,0.894581280788177,0.275862068965517,136.2,42,1.56551724137931,0.482758620689655,0.894581280788177,0.275862068965517,136.2,42,1.56551724137931,0.482758620689655,0.894581280788177,0.275862068965517,136.2,42,1.56551724137931,0.482758620689655,0.894581280788177,0.275862068965517
1967,"FALL","SAND LANCE",87,152.25,0.5,20,0.00574712643678161,0.229885057471264,0.00328407224958949,0.13136288998358,0.5,20,0.00574712643678161,0.229885057471264,0.00328407224958949,0.13136288998358,0.5,20,0.00574712643678161,0.229885057471264,0.00328407224958949,0.13136288998358,0.5,20,0.00574712643678161,0.229885057471264,0.00328407224958949,0.13136288998358
1968,"SPRING","BUTTERFISH",85,146.008333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"SPRING","HAKE",85,146.008333333333,181.6,339,2.13647058823529,3.98823529411765,1.24376462530677,2.32178528622796,96.88,121.342857142857,1.13976470588235,1.42756302521008,0.663523771474231,0.831068024493057,181.6,339,2.13647058823529,3.98823529411765,1.24376462530677,2.32178528622796,96.88,121.342857142857,1.13976470588235,1.42756302521008,0.663523771474231,0.831068024493057
