"Year","season","Species","Family","Trawls","Trawls_Efforts","Wt","Num","RelWt","RelNum","ERelWt","ERelNum","Total_Wt","Total_Num","Prop_Wt","Prop_Num"
1963,"FALL","ALEWIFE","HERRING",101,625.8,4.48,26.95,0.0443564356435644,0.266831683168317,0.00715883668903803,0.0430648769574944,1393.20744612238,4325.84187929375,0.00321560153333151,0.0062300011771119
1963,"FALL","ATLANTIC HERRING","HERRING",101,625.8,9.87159090909091,45.1818181818182,0.0977385238523852,0.447344734473447,0.0157743542810657,0.072198495017287,1393.20744612238,4325.84187929375,0.00708551403207459,0.0104446300726079
1963,"FALL","ATLANTIC MACKEREL","MACKEREL",101,625.8,0.322044728434505,1.07348242811502,0.00318856166766836,0.0106285388922279,0.000514612861033085,0.00171537620344362,1393.20744612238,4325.84187929375,0.000231153464856099,0.000248155725074786
1963,"FALL","BLUEBACK HERRING","HERRING",101,625.8,0.0915032679738562,0.366013071895425,0.0009059729502362,0.0036238918009448,0.000146218069629045,0.000584872278516179,1393.20744612238,4325.84187929375,6.5678135893209e-05,8.46108300091591e-05
1963,"FALL","BUTTERFISH","BUTTERFISH",101,625.8,18.25,203.125,0.180693069306931,2.01113861386139,0.0291626717801214,0.324584531799297,1393.20744612238,4325.84187929375,0.0130992696391295,0.0469561777031857
1963,"FALL","NORTHERN SAND LANCE","SAND LANCE",101,625.8,0,1.91150442477876,0,0.0189257863839481,0,0.00305449732307249,1393.20744612238,4325.84187929375,0,0.000441880327140122
1963,"FALL","POLLOCK","POLLOCK",101,625.8,838.1,203,8.2980198019802,2.00990099009901,1.33924576542026,0.324384787472036,1393.20744612238,4325.84187929375,0.601561527920791,0.0469272815938299
1963,"FALL","RED HAKE","HAKE",101,625.8,19.063601532567,47.1494252873563,0.188748530025416,0.466825992944122,0.0304627701063711,0.0753426418781661,1393.20744612238,4325.84187929375,0.0136832469461928,0.010899479593335
1963,"FALL","SILVER HAKE","HAKE",101,625.8,494.460015588465,3790.71083398285,4.89564371869767,37.5317904354738,0.79012466536987,6.05738388300232,1393.20744612238,4325.84187929375,0.354907675066382,0.876294358360074
1963,"FALL","WHITE HAKE","HAKE",101,625.8,8.56869009584664,6.37380191693291,0.0848385158004618,0.063106949672603,0.0136923779096303,0.0101850462079465,1393.20744612238,4325.84187929375,0.00615033326134978,0.00147342461763154
