"ID","Year","decade","season","Date_and_Time","AREA","LONG","LAT","dist","depth","catchTotal","ALEWIFE","ATLANTIC_HERRING","ATLANTIC_MACKEREL","BLUEBACK_HERRING","BUTTERFISH","NORTHERN_SAND_LANCE","POLLOCK","RED_HAKE","SILVER_HAKE","WHITE_HAKE"
"1999021370305","1999","1990s","SPRING",1999-04-20 13:15:00,"513",-69.628167,42.965167,81.0555884968041,-154,81.5297820270013,1,1,0,1,0,0,0,1,1,0
"1999023630313","1999","1990s","SPRING",1999-04-21 07:14:00,"514",-70.862667,42.4485,60.6908725301219,-26,117.798713333138,1,1,0,1,0,0,1,0,0,0
"1999081270304","1999","1990s","FALL",1999-11-05 13:40:00,"514",-69.985833,42.74,57.8075589186604,-181,96.4400686710041,1,1,0,0,0,0,0,1,1,1
"1999081280302","1999","1990s","FALL",1999-11-05 09:43:00,"514",-69.836667,42.6515,73.1524056996642,-261,106.736026707264,1,1,0,0,0,0,0,1,1,0
"1999023640314","1999","1990s","SPRING",1999-04-21 08:44:00,"514",-70.785333,42.338333,70.9665350939782,-25,6.11223255560538,1,1,0,1,0,0,1,0,0,0
"1999083640294","1999","1990s","FALL",1999-11-04 12:16:00,"514",-70.775,42.3435,70.249970088431,-25,13.006190365874,1,0,1,0,1,0,1,1,1,1
"1999021260324","1999","1990s","SPRING",1999-04-22 02:34:00,"514",-70.095833,42.2255,92.9748072808416,-102,24.9729163255547,1,1,0,0,0,0,1,1,1,1
"1999083660307","1999","1990s","FALL",1999-11-05 21:11:00,"514",-70.667333,42.811667,17.4923800252999,-64,29.6762475010121,1,1,0,0,1,0,0,1,1,1
"1999021280321","1999","1990s","SPRING",1999-04-21 21:05:00,"514",-69.911833,42.358667,89.1646662702882,-210,39.217719249696,1,1,0,0,0,0,0,1,1,1
"1999021370306","1999","1990s","SPRING",1999-04-20 15:38:00,"513",-69.773833,43.092,70.5430602416597,-160,93.2709174165429,1,0,0,0,0,0,0,1,1,1
"1999023660312","1999","1990s","SPRING",1999-04-21 05:00:00,"514",-70.723667,42.493667,53.0999296616761,-51,30.3693034279208,1,1,0,1,0,0,1,1,1,0
"1999081260295","1999","1990s","FALL",1999-11-04 14:23:00,"514",-70.491333,42.297833,75.046551562848,-80,51.036104335034,1,1,0,0,1,0,0,1,1,1
"1999083650292","1999","1990s","FALL",1999-11-04 09:22:00,"514",-70.5565,42.195333,85.8197184376833,-37,273.767138654756,1,1,1,0,1,0,1,1,1,1
"1999081370315","1999","1990s","FALL",1999-11-06 11:51:00,"513",-69.703,42.973333,74.9701512557262,-139,14.4244868414166,1,1,0,0,0,0,0,1,1,1
"1999021270318","1999","1990s","SPRING",1999-04-21 16:00:00,"514",-70.057167,42.533167,66.7838827403152,-126,32.9280379843222,1,0,0,0,0,0,0,1,1,0
"1999021260319","1999","1990s","SPRING",1999-04-21 17:49:00,"514",-70.176167,42.4605,67.0675857091795,-76,5.70420500590361,1,1,0,0,0,0,1,0,1,0
"1999081270303","1999","1990s","FALL",1999-11-05 11:19:00,"514",-69.978833,42.691167,60.873586678782,-171,75.4503590707088,1,1,0,0,0,0,0,1,1,1
"1999021260320","1999","1990s","SPRING",1999-04-21 19:04:00,"514",-70.175667,42.372833,75.4468755967701,-70,2.06323091236707,0,1,0,0,0,0,1,0,1,0
"1999081260301","1999","1990s","FALL",1999-11-05 06:30:00,"514",-70.205167,42.497833,62.2944489991577,-73,1.85531950006826,0,1,0,0,1,0,1,1,1,0
"1999023660311","1999","1990s","SPRING",1999-04-21 02:47:00,"514",-70.410333,42.682167,36.0670091345452,-38,1.34711037461926,0,1,0,1,0,0,1,1,0,0
"1999021400309","1999","1990s","SPRING",1999-04-20 23:03:00,"513",-70.449333,43.056167,17.439067399082,-86,23.6236935118555,0,1,0,1,0,0,0,1,1,0
"1999081260312","1999","1990s","FALL",1999-11-06 06:25:00,"513",-70.082833,43.149667,48.5203092646575,-85,30.1513792289671,0,1,0,0,0,0,1,1,1,1
"1999081260310","1999","1990s","FALL",1999-11-06 02:57:00,"513",-70.037833,42.975667,47.752533204563,-58,29.9977670076341,0,1,0,0,0,0,1,1,1,0
"1999081270305","1999","1990s","FALL",1999-11-05 15:48:00,"514",-70.090167,42.8105,46.8467774372949,-117,27.4091424920702,0,1,0,0,1,0,0,1,1,1
"1999081380319","1999","1990s","FALL",1999-11-06 20:05:00,"513",-69.645833,43.434833,94.8932289480313,-149,73.7473688804848,0,1,1,0,0,0,0,1,1,1
"1999021400310","1999","1990s","SPRING",1999-04-21 00:44:00,"513",-70.4645,42.888667,15.6326397516612,-109,21.8409909572576,0,1,0,0,0,0,1,1,1,1
