"ID","Year","decade","season","Date_and_Time","AREA","LONG","LAT","dist","depth","catchTotal","ALEWIFE","ATLANTIC_HERRING","ATLANTIC_MACKEREL","BLUEBACK_HERRING","BUTTERFISH","NORTHERN_SAND_LANCE","POLLOCK","RED_HAKE","SILVER_HAKE","WHITE_HAKE"
"1999081360263","1999","1990s","FALL",1999-10-26 15:23:00,"465",-67.272667,43.367833,275.320981098982,-196,18.5128211344483,1,0,0,0,0,0,1,0,1,1
"1999021360276","1999","1990s","SPRING",1999-04-17 09:32:00,"464",-66.954667,42.902667,298.658479859665,-195,3.76163345018497,1,0,0,0,0,0,1,1,1,1
"1999021290270","1999","1990s","SPRING",1999-04-16 13:33:00,"464",-67.2615,42.693833,275.744873428685,-209,0.708101725667354,1,1,0,0,0,0,1,0,1,0
"1999021360275","1999","1990s","SPRING",1999-04-17 04:52:00,"465",-67.588833,43.0255,246.835453158709,-191,5.5935655572876,1,1,0,0,0,0,0,1,1,1
"1999081330269","1999","1990s","FALL",1999-10-27 08:40:00,"465",-66.569,43.373,331.774616297667,-104,17.426128108356,1,0,0,0,1,0,0,1,1,1
"1999021380284","1999","1990s","SPRING",1999-04-18 07:36:00,"511",-67.597667,44.212167,280.226487568173,-178,12.3934432713337,1,0,0,0,0,0,0,1,1,0
"1999081330271","1999","1990s","FALL",1999-10-27 12:26:00,"465",-66.600667,43.771,337.124004672533,-100,11.5859174253164,1,1,1,0,1,0,1,1,1,1
"1999021340277","1999","1990s","SPRING",1999-04-17 11:15:00,"465",-67.070333,43.133833,289.225910983943,-182,4.88302629064432,1,0,0,0,0,0,1,1,1,1
"1999021360274","1999","1990s","SPRING",1999-04-17 02:16:00,"515",-67.676667,43.2525,241.275059764498,-228,8.54024143903842,1,1,0,0,0,0,0,1,1,1
"1999021360283","1999","1990s","SPRING",1999-04-18 04:05:00,"512",-67.819833,43.833167,246.111648324763,-208,11.888562285138,1,0,0,0,0,0,0,1,1,0
"1999021370305","1999","1990s","SPRING",1999-04-20 13:15:00,"513",-69.628167,42.965167,81.0555884968041,-154,81.5297820270013,1,1,0,1,0,0,0,1,1,0
"1999021340279","1999","1990s","SPRING",1999-04-17 17:48:00,"465",-67.010167,43.7285,304.115394080926,-163,6.95896274091383,1,1,0,0,0,0,0,1,1,1
"1999023630313","1999","1990s","SPRING",1999-04-21 07:14:00,"514",-70.862667,42.4485,60.6908725301219,-26,117.798713333138,1,1,0,1,0,0,1,0,0,0
